video_name,min_area,min_frames,var_threshold,history,in_count,out_count,survivors,error
V403-62,100,15,12,200,0,1,31,
V403-62,100,15,12,500,0,1,39,
V403-62,100,15,18,200,0,1,28,
V403-62,100,15,18,500,0,0,28,
V403-62,100,30,12,200,0,1,19,
V403-62,100,30,12,500,0,1,28,
V403-62,100,30,18,200,0,1,19,
V403-62,100,30,18,500,0,0,23,
V403-63,50,15,12,200,0,0,51,
V403-63,50,15,12,500,0,0,83,
V403-63,50,15,18,200,0,0,30,
V403-63,50,15,18,500,0,0,60,
V403-63,50,30,12,200,0,0,24,
V403-63,50,30,12,500,0,0,62,
V403-63,50,30,18,200,0,0,15,
V403-63,50,30,18,500,0,0,41,
V403-63,100,15,12,200,0,0,10,
V403-63,100,15,12,500,0,0,19,
V403-63,100,15,18,200,0,0,5,
V403-63,100,15,18,500,0,0,14,
V403-63,100,30,12,200,0,0,5,
V403-63,100,30,12,500,0,0,16,
V403-63,100,30,18,200,0,0,4,
V403-63,100,30,18,500,0,0,11,
V403-64,50,15,12,200,1,0,208,
V403-64,50,15,12,500,1,0,152,
V403-64,50,15,18,200,0,0,137,
V403-64,50,15,18,500,1,0,111,
V403-64,50,30,12,200,1,0,102,
V403-64,50,30,12,500,1,0,106,
V403-64,50,30,18,200,0,0,71,
V403-64,50,30,18,500,1,0,78,
V403-64,100,15,12,200,0,0,101,
V403-64,100,15,12,500,0,0,82,
V403-64,100,15,18,200,0,0,56,
V403-64,100,15,18,500,0,0,42,
V403-64,100,30,12,200,0,0,43,
V403-64,100,30,12,500,0,0,57,
V403-64,100,30,18,200,0,0,28,
V403-64,100,30,18,500,0,0,33,
V403-65,50,15,12,200,0,0,253,
V403-65,50,15,12,500,0,0,230,
V403-65,50,15,18,200,0,0,125,
V403-65,50,15,18,500,0,0,130,
V403-65,50,30,12,200,0,0,99,
V403-65,50,30,12,500,0,0,159,
V403-65,50,30,18,200,0,0,65,
V403-65,50,30,18,500,0,0,90,
V403-65,100,15,12,200,0,0,104,
V403-65,100,15,12,500,0,0,109,
V403-65,100,15,18,200,0,0,41,
V403-65,100,15,18,500,0,0,46,
V403-65,100,30,12,200,0,0,32,
V403-65,100,30,12,500,0,0,79,
V403-65,100,30,18,200,0,0,18,
V403-65,100,30,18,500,0,0,32,
V403-66,50,15,12,200,1,0,202,
V403-66,50,15,12,500,0,0,218,
V403-66,50,15,18,200,0,0,128,
V403-66,50,15,18,500,0,0,121,
V403-66,50,30,12,200,1,0,86,
V403-66,50,30,12,500,0,0,130,
V403-66,50,30,18,200,0,0,59,
V403-66,50,30,18,500,0,0,79,
V403-66,100,15,12,200,0,0,95,
V403-66,100,15,12,500,0,0,96,
V403-66,100,15,18,200,0,0,51,
V403-66,100,15,18,500,0,0,49,
V403-66,100,30,12,200,0,0,42,
V403-66,100,30,12,500,0,0,63,
V403-66,100,30,18,200,0,0,26,
V403-66,100,30,18,500,0,0,38,
V403-67,50,15,12,200,0,0,678,
V403-67,50,15,12,500,2,4,1328,
V403-67,50,15,18,200,0,0,227,
V403-67,50,15,18,500,0,0,477,
V403-67,50,30,12,200,0,0,199,
V403-67,50,30,12,500,2,3,677,
V403-67,50,30,18,200,0,0,95,
V403-67,50,30,18,500,0,0,245,
V403-67,100,15,12,200,0,0,326,
V403-67,100,15,12,500,0,1,577,
V403-67,100,15,18,200,0,0,88,
V403-67,100,15,18,500,0,0,220,
V403-67,100,30,12,200,0,0,97,
V403-67,100,30,12,500,0,1,334,
V403-67,100,30,18,200,0,0,44,
V403-67,100,30,18,500,0,0,116,
V403-68,50,15,12,200,0,0,856,
V403-68,50,15,12,500,0,0,571,
V403-68,50,15,18,200,0,0,279,
V403-68,50,15,18,500,0,0,178,
V403-68,50,30,12,200,0,0,178,
V403-68,50,30,12,500,0,0,331,
V403-68,50,30,18,200,0,0,67,
V403-68,50,30,18,500,0,0,108,
V403-68,100,15,12,200,0,0,418,
V403-68,100,15,12,500,0,0,295,
V403-68,100,15,18,200,0,0,109,
V403-68,100,15,18,500,0,0,69,
V403-68,100,30,12,200,0,0,79,
V403-68,100,30,12,500,0,0,204,
V403-68,100,30,18,200,0,0,19,
V403-68,100,30,18,500,0,0,48,
V403-69,50,15,12,200,0,0,366,
V403-69,50,15,12,500,0,0,482,
V403-69,50,15,18,200,0,0,199,
V403-69,50,15,18,500,0,0,249,
V403-69,50,30,12,200,0,0,94,
V403-69,50,30,12,500,0,0,255,
V403-69,50,30,18,200,0,0,64,
V403-69,50,30,18,500,0,0,140,
V403-69,100,15,12,200,0,0,167,
V403-69,100,15,12,500,0,0,204,
V403-69,100,15,18,200,0,0,88,
V403-69,100,15,18,500,0,0,111,
V403-69,100,30,12,200,0,0,40,
V403-69,100,30,12,500,0,0,125,
V403-69,100,30,18,200,0,0,33,
V403-69,100,30,18,500,0,0,76,
V403-70,50,15,12,200,7,7,1534,
V403-70,50,15,12,500,90,79,5403,
V403-70,50,15,18,200,0,1,527,
V403-70,50,15,18,500,3,2,1391,
V403-70,50,30,12,200,2,2,221,
V403-70,50,30,12,500,33,26,1846,
V403-70,50,30,18,200,0,1,108,
V403-70,50,30,18,500,1,1,463,
V403-70,100,15,12,200,3,2,508,
V403-70,100,15,12,500,32,35,1789,
V403-70,100,15,18,200,0,1,200,
V403-70,100,15,18,500,1,2,451,
V403-70,100,30,12,200,2,2,65,
V403-70,100,30,12,500,13,15,649,
V403-70,100,30,18,200,0,1,32,
V403-70,100,30,18,500,0,1,152,
V403-71,50,15,12,200,1,0,992,
V403-71,50,15,12,500,0,1,1751,
V403-71,50,15,18,200,0,0,529,
V403-71,50,15,18,500,0,0,977,
V403-71,50,30,12,200,1,0,218,
V403-71,50,30,12,500,0,1,677,
V403-71,50,30,18,200,0,0,118,
V403-71,50,30,18,500,0,0,375,
V403-71,100,15,12,200,0,1,349,
V403-71,100,15,12,500,1,1,639,
V403-71,100,15,18,200,0,0,182,
V403-71,100,15,18,500,1,0,343,
V403-71,100,30,12,200,0,1,80,
V403-71,100,30,12,500,1,1,259,
V403-71,100,30,18,200,0,0,45,
V403-71,100,30,18,500,1,0,129,
V426-46,50,15,12,200,6,7,2444,
V426-46,50,15,12,500,9,13,3884,
V426-46,50,15,18,200,3,4,1677,
V426-46,50,15,18,500,7,8,2351,
V426-46,50,30,12,200,4,7,907,
V426-46,50,30,12,500,7,11,1775,
V426-46,50,30,18,200,3,4,703,
V426-46,50,30,18,500,6,7,1224,
V426-46,100,15,12,200,3,4,1217,
V426-46,100,15,12,500,7,6,1815,
V426-46,100,15,18,200,3,3,872,
V426-46,100,15,18,500,4,2,1143,
V426-46,100,30,12,200,3,4,484,
V426-46,100,30,12,500,5,5,891,
V426-46,100,30,18,200,3,3,374,
V426-46,100,30,18,500,4,2,625,
V426-47,50,15,12,200,7,6,2215,
V426-47,50,15,12,500,11,10,3121,
V426-47,50,15,18,200,8,8,1633,
V426-47,50,15,18,500,7,12,2193,
V426-47,50,30,12,200,5,6,817,
V426-47,50,30,12,500,7,9,1436,
V426-47,50,30,18,200,8,7,670,
V426-47,50,30,18,500,6,11,1100,
V426-47,100,15,12,200,6,6,1089,
V426-47,100,15,12,500,7,10,1415,
V426-47,100,15,18,200,6,6,859,
V426-47,100,15,18,500,6,9,1092,
V426-47,100,30,12,200,6,6,471,
V426-47,100,30,12,500,6,9,723,
V426-47,100,30,18,200,6,6,377,
V426-47,100,30,18,500,5,7,606,
V426-48,50,15,12,200,4,5,900,
V426-48,50,15,12,500,4,6,806,
V426-48,50,15,18,200,5,6,690,
V426-48,50,15,18,500,6,6,625,
V426-48,50,30,12,200,4,5,441,
V426-48,50,30,12,500,4,6,579,
V426-48,50,30,18,200,5,6,329,
V426-48,50,30,18,500,5,6,434,
V426-48,100,15,12,200,4,5,497,
V426-48,100,15,12,500,4,6,456,
V426-48,100,15,18,200,4,5,393,
V426-48,100,15,18,500,4,6,368,
V426-48,100,30,12,200,4,5,233,
V426-48,100,30,12,500,4,6,343,
V426-48,100,30,18,200,4,5,192,
V426-48,100,30,18,500,4,6,262,
V426-49,50,15,12,200,5,7,924,
V426-49,50,15,12,500,6,8,1043,
V426-49,50,15,18,200,5,4,688,
V426-49,50,15,18,500,4,6,837,
V426-49,50,30,12,200,5,6,407,
V426-49,50,30,12,500,5,7,645,
V426-49,50,30,18,200,5,4,310,
V426-49,50,30,18,500,3,6,517,
V426-49,100,15,12,200,3,5,473,
V426-49,100,15,12,500,5,7,542,
V426-49,100,15,18,200,4,5,352,
V426-49,100,15,18,500,3,8,436,
V426-49,100,30,12,200,3,5,214,
V426-49,100,30,12,500,4,6,371,
V426-49,100,30,18,200,3,5,162,
V426-49,100,30,18,500,3,7,284,
V426-50,50,15,12,200,0,1,397,
V426-50,50,15,12,500,0,1,365,
V426-50,50,15,18,200,0,1,263,
V426-50,50,15,18,500,0,1,248,
V426-50,50,30,12,200,0,1,173,
V426-50,50,30,12,500,0,1,245,
V426-50,50,30,18,200,0,1,135,
V426-50,50,30,18,500,0,1,171,
V426-50,100,15,12,200,0,1,197,
V426-50,100,15,12,500,0,1,169,
V426-50,100,15,18,200,0,1,136,
V426-50,100,15,18,500,0,1,138,
V426-50,100,30,12,200,0,1,89,
V426-50,100,30,12,500,0,1,126,
V426-50,100,30,18,200,0,1,54,
V426-50,100,30,18,500,0,1,99,
V426-58,50,15,12,200,0,0,134,
V426-58,50,15,12,500,0,0,142,
V426-58,50,15,18,200,0,0,108,
V426-58,50,15,18,500,0,0,135,
V426-58,50,30,12,200,0,0,77,
V426-58,50,30,12,500,0,0,113,
V426-58,50,30,18,200,0,0,63,
V426-58,50,30,18,500,0,0,89,
V426-58,100,15,12,200,0,0,51,
V426-58,100,15,12,500,2,0,56,
V426-58,100,15,18,200,0,0,34,
V426-58,100,15,18,500,0,0,50,
V426-58,100,30,12,200,0,0,28,
V426-58,100,30,12,500,2,0,46,
V426-58,100,30,18,200,0,0,15,
V426-58,100,30,18,500,0,0,36,
V426-59,50,15,12,200,2,0,103,
V426-59,50,15,12,500,2,0,125,
V426-59,50,15,18,200,0,0,98,
V426-59,50,15,18,500,2,0,103,
V426-59,50,30,12,200,2,0,62,
V426-59,50,30,12,500,2,0,95,
V426-59,50,30,18,200,0,0,46,
V426-59,50,30,18,500,2,0,71,
V426-59,100,15,12,200,0,0,50,
V426-59,100,15,12,500,1,0,57,
V426-59,100,15,18,200,0,0,37,
V426-59,100,15,18,500,0,0,50,
V426-59,100,30,12,200,0,0,20,
V426-59,100,30,12,500,0,0,43,
V426-59,100,30,18,200,0,0,17,
V426-59,100,30,18,500,0,0,35,
V426-60,50,15,12,200,0,3,85,
V426-60,50,15,12,500,0,3,106,
V426-60,50,15,18,200,0,3,83,
V426-60,50,15,18,500,0,3,100,
V426-60,50,30,12,200,0,3,44,
V426-60,50,30,12,500,0,3,78,
V426-60,50,30,18,200,0,3,31,
V426-60,50,30,18,500,0,3,58,
V426-60,100,15,12,200,0,3,30,
V426-60,100,15,12,500,0,3,29,
V426-60,100,15,18,200,0,2,24,
V426-60,100,15,18,500,0,2,33,
V426-60,100,30,12,200,0,3,17,
V426-60,100,30,12,500,0,3,22,
V426-60,100,30,18,200,0,2,15,
V426-60,100,30,18,500,0,2,24,
V426-61,50,15,12,200,0,0,89,
V426-61,50,15,12,500,0,0,158,
V426-61,50,15,18,200,0,0,61,
V426-61,50,15,18,500,0,0,128,
V426-61,50,30,12,200,0,0,42,
V426-61,50,30,12,500,0,0,93,
V426-61,50,30,18,200,0,0,28,
V426-61,50,30,18,500,0,0,61,
V426-61,100,15,12,200,0,0,34,
V426-61,100,15,12,500,0,0,62,
V426-61,100,15,18,200,0,0,29,
V426-61,100,15,18,500,0,0,42,
V426-61,100,30,12,200,0,0,18,
V426-61,100,30,12,500,0,0,32,
V426-61,100,30,18,200,0,0,17,
V426-61,100,30,18,500,0,0,25,
V426-62,50,15,12,200,3,1,95,
V426-62,50,15,12,500,1,1,111,
V426-62,50,15,18,200,0,1,63,
V426-62,50,15,18,500,1,1,91,
V426-62,50,30,12,200,3,1,56,
V426-62,50,30,12,500,1,1,72,
V426-62,50,30,18,200,0,1,39,
V426-62,50,30,18,500,1,1,52,
V426-62,100,15,12,200,1,1,35,
V426-62,100,15,12,500,1,2,39,
V426-62,100,15,18,200,1,1,22,
V426-62,100,15,18,500,1,1,33,
V426-62,100,30,12,200,1,1,21,
V426-62,100,30,12,500,1,1,32,
V426-62,100,30,18,200,1,1,16,
V426-62,100,30,18,500,1,1,30,
V426-63,50,15,12,200,0,0,64,
V426-63,50,15,12,500,0,0,81,
V426-63,50,15,18,200,0,0,49,
V426-63,50,15,18,500,0,0,66,
V426-63,50,30,12,200,0,0,34,
V426-63,50,30,12,500,0,0,61,
V426-63,50,30,18,200,0,0,20,
V426-63,50,30,18,500,0,0,41,
V426-63,100,15,12,200,0,0,30,
V426-63,100,15,12,500,0,0,36,
V426-63,100,15,18,200,0,0,15,
V426-63,100,15,18,500,0,0,26,
V426-63,100,30,12,200,0,0,9,
V426-63,100,30,12,500,0,0,20,
V426-63,100,30,18,200,0,0,7,
V426-63,100,30,18,500,0,0,17,
